"vertices","names","CTRL_amore.graphml","CTRL_barbatoa.graphml","CTRL_barbatog.graphml","CTRL_cioffi.graphml","CTRL_denapoli.graphml","CTRL_dimatteo.graphml","CTRL_iadanza.graphml","CTRL_incoronato.graphml","CTRL_lavoro.graphml","CTRL_longo.graphml","CTRL_palma.graphml","CTRL_penta.graphml","CTRL_rubino.graphml","CTRL_salerno.graphml","CTRL_tufano.graphml"
"1","Precentral_L","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"2","Precentral_R","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2"
"3","Frontal_Sup_L","3","3","3","3","3","3","3","3","1","3","3","3","3","3","3"
"4","Frontal_Sup_R","2","1","1","2","4","3","3","3","2","2","4","2","1","3","2"
"5","Frontal_Sup_Orb_L","4","1","1","4","5","4","2","3","3","4","5","4","4","4","3"
"6","Frontal_Sup_Orb_R","3","4","4","5","6","5","4","4","4","2","4","5","5","4","4"
"7","Frontal_Mid_L","2","1","1","1","7","3","3","1","2","2","6","2","1","3","2"
"8","Frontal_Mid_R","2","1","1","2","4","3","3","3","2","5","6","2","1","3","2"
"9","Frontal_Mid_Orb_L","4","1","1","4","7","6","5","3","2","5","5","6","4","5","3"
"10","Frontal_Mid_Orb_R","3","1","1","2","4","5","4","3","2","2","4","5","5","3","2"
"11","Frontal_Inf_Oper_L","5","5","5","3","3","5","6","1","2","2","1","2","1","4","1"
"12","Frontal_Inf_Oper_R","2","1","1","2","4","3","3","5","2","6","4","2","1","6","2"
"13","Frontal_Inf_Tri_L","4","1","1","6","4","3","3","3","5","7","5","5","5","7","5"
"14","Frontal_Inf_Tri_R","2","1","1","2","4","3","3","5","2","6","4","2","1","3","2"
"15","Frontal_Inf_Orb_L","4","1","1","6","4","3","3","3","5","7","5","5","6","7","3"
"16","Frontal_Inf_Orb_R","3","6","6","7","4","5","4","5","6","6","4","5","5","6","6"
"17","Rolandic_Oper_L","1","5","5","6","8","3","7","6","5","7","4","5","5","7","5"
"18","Rolandic_Oper_R","6","2","2","7","2","2","3","5","6","6","2","5","2","6","6"
"19","Supp_Motor_Area_L","3","3","3","3","3","1","1","7","1","1","3","3","3","1","7"
"20","Supp_Motor_Area_R","3","1","1","3","3","1","1","7","2","1","4","1","7","1","7"
"21","Olfactory_L","7","1","1","2","4","3","3","8","2","2","4","7","5","3","3"
"22","Olfactory_R","7","6","6","7","6","7","3","4","6","6","7","7","5","6","6"
"23","Frontal_Sup_Medial_L","3","3","3","3","3","3","3","8","2","3","3","3","3","3","3"
"24","Frontal_Sup_Medial_R","3","3","3","5","4","7","6","3","4","3","3","3","3","4","4"
"25","Frontal_Med_Orb_L","2","4","4","5","7","4","2","8","4","4","8","6","4","4","4"
"26","Frontal_Med_Orb_R","3","4","4","5","6","7","6","4","4","2","4","5","5","4","4"
"27","Rectus_L","7","7","7","4","6","4","5","4","3","5","8","6","8","5","3"
"28","Rectus_R","3","4","4","4","6","4","5","4","3","4","4","5","5","4","4"
"29","Insula_L","4","5","5","6","8","3","7","3","5","7","5","4","6","7","5"
"30","Insula_R","3","6","6","7","2","5","4","5","6","6","7","7","2","6","6"
"31","Cingulum_Ant_L","7","3","3","2","4","7","6","8","2","3","3","3","3","3","3"
"32","Cingulum_Ant_R","3","4","4","5","4","7","6","8","4","2","4","5","5","4","4"
"33","Cingulum_Mid_L","3","8","8","3","3","1","8","8","7","1","4","5","7","3","3"
"34","Cingulum_Mid_R","3","1","1","8","4","7","6","3","2","8","4","5","5","3","3"
"35","Cingulum_Post_L","3","8","8","2","4","3","8","3","7","2","4","5","5","3","3"
"36","Cingulum_Post_R","3","1","1","8","4","3","3","3","7","8","4","8","5","3","3"
"37","Hippocampus_L","8","7","7","4","7","6","5","2","3","4","8","6","8","5","8"
"38","Hippocampus_R","8","6","6","4","1","5","5","2","3","4","7","6","8","5","8"
"39","ParaHippocampal_L","8","7","7","4","7","6","5","2","3","4","8","6","8","5","8"
"40","ParaHippocampal_R","8","7","7","4","1","6","5","2","3","4","6","6","8","2","8"
"41","Amygdala_L","8","7","7","4","1","6","2","2","3","4","6","6","8","5","8"
"42","Amygdala_R","8","6","6","4","1","6","2","1","3","4","6","7","8","2","8"
"43","Calcarine_L","5","7","7","4","5","4","2","2","7","5","8","4","4","2","1"
"44","Calcarine_R","8","7","7","8","5","4","2","2","2","5","8","5","4","2","3"
"45","Cuneus_L","5","8","8","1","5","8","2","1","3","5","1","8","4","8","1"
"46","Cuneus_R","5","7","7","1","5","4","2","1","2","5","1","8","4","8","1"
"47","Lingual_L","8","7","7","4","5","4","2","2","3","5","8","6","4","2","8"
"48","Lingual_R","8","7","7","4","5","4","2","2","3","5","8","6","4","2","8"
"49","Occipital_Sup_L","5","7","7","1","7","8","2","1","2","5","1","8","4","8","1"
"50","Occipital_Sup_R","5","7","7","1","5","8","2","1","2","5","1","8","4","8","1"
"51","Occipital_Mid_L","5","7","7","1","5","8","2","1","3","5","1","8","4","8","1"
"52","Occipital_Mid_R","3","1","1","2","4","3","3","3","2","2","4","5","5","3","3"
"53","Occipital_Inf_L","8","7","7","4","5","8","5","1","8","5","8","6","4","2","2"
"54","Occipital_Inf_R","5","7","7","1","5","4","2","2","8","5","1","8","4","2","8"
"55","Fusiform_L","3","1","1","2","7","6","5","3","8","2","6","6","5","5","3"
"56","Fusiform_R","8","7","7","4","5","4","2","2","3","5","8","5","8","2","8"
"57","Postcentral_L","1","5","5","6","8","1","1","7","5","1","4","1","7","1","7"
"58","Postcentral_R","3","2","2","7","2","2","3","5","6","2","2","5","2","6","3"
"59","Parietal_Sup_L","5","8","8","1","4","8","8","1","1","2","1","8","5","8","1"
"60","Parietal_Sup_R","3","2","2","8","2","2","3","3","2","8","2","5","2","3","3"
"61","Parietal_Inf_L","1","1","1","2","4","3","3","3","2","2","4","5","5","3","3"
"62","Parietal_Inf_R","2","1","1","2","4","3","3","1","2","4","1","2","1","8","2"
"63","SupraMarginal_L","1","1","1","2","1","3","3","6","8","2","1","8","1","5","1"
"64","SupraMarginal_R","6","2","2","2","2","2","3","3","2","2","2","5","2","3","3"
"65","Angular_L","5","1","1","1","7","8","3","1","8","4","6","8","1","3","1"
"66","Angular_R","5","1","1","1","4","3","3","1","2","4","6","8","1","3","2"
"67","Precuneus_L","3","8","8","8","4","1","8","7","7","8","4","1","7","1","7"
"68","Precuneus_R","3","8","8","8","4","3","8","3","2","8","4","5","5","3","3"
"69","Paracentral_Lobule_L","1","8","8","3","3","1","1","7","1","1","4","1","7","1","7"
"70","Paracentral_Lobule_R","3","2","2","2","2","1","1","7","2","1","2","1","7","1","7"
"71","Caudate_L","7","3","3","2","1","3","3","3","1","2","4","4","3","3","3"
"72","Caudate_R","3","4","4","5","4","3","4","3","4","3","4","7","1","4","4"
"73","Putamen_L","4","1","1","6","1","3","3","3","1","7","5","4","7","7","5"
"74","Putamen_R","3","2","2","7","2","5","4","5","6","6","4","5","2","6","6"
"75","Pallidum_L","8","7","7","4","1","6","5","4","3","7","8","4","8","7","5"
"76","Pallidum_R","8","7","7","4","1","6","4","4","3","4","8","4","8","5","8"
"77","Thalamus_L","1","8","8","3","3","3","8","7","1","1","4","1","7","3","7"
"78","Thalamus_R","8","7","7","8","2","4","4","2","1","8","8","5","2","3","3"
"79","Heschl_L","5","5","5","6","8","4","7","6","5","7","1","8","8","7","5"
"80","Heschl_R","6","7","7","7","1","4","7","5","6","6","4","4","8","6","6"
"81","Temporal_Sup_L","3","5","5","2","8","3","7","6","2","2","4","5","6","3","3"
"82","Temporal_Sup_R","6","6","6","2","4","3","3","3","2","2","7","5","5","3","3"
"83","Temporal_Pole_Sup_L","4","1","1","6","4","6","3","3","5","7","5","5","6","7","5"
