"vertices","names","CTRL_amore.graphml","CTRL_barbatoa.graphml","CTRL_barbatog.graphml","CTRL_cioffi.graphml","CTRL_denapoli.graphml","CTRL_dimatteo.graphml","CTRL_iadanza.graphml","CTRL_incoronato.graphml","CTRL_lavoro.graphml","CTRL_longo.graphml","CTRL_palma.graphml","CTRL_penta.graphml","CTRL_rubino.graphml","CTRL_salerno.graphml","CTRL_tufano.graphml"
"1","Precentral_L","3","5","3","1","7","1","5","5","5","8","4","6","2","8","1"
"2","Precentral_R","4","3","8","3","3","6","5","2","1","4","4","2","2","6","1"
"3","Frontal_Sup_L","3","5","3","6","7","1","3","6","7","6","6","6","4","1","3"
"4","Frontal_Sup_R","4","2","1","3","7","6","2","2","3","3","5","6","6","8","3"
"5","Frontal_Sup_Orb_L","5","2","1","5","7","5","7","4","1","2","1","4","1","7","5"
"6","Frontal_Sup_Orb_R","6","8","7","3","7","5","1","8","7","3","1","3","1","7","4"
"7","Frontal_Mid_L","2","5","3","1","7","7","2","5","3","2","5","6","2","4","1"
"8","Frontal_Mid_R","4","2","1","3","3","6","2","2","2","5","5","6","2","4","1"
"9","Frontal_Mid_Orb_L","5","2","1","5","2","4","7","4","3","6","1","5","1","7","5"
"10","Frontal_Mid_Orb_R","4","2","1","3","7","5","1","2","3","3","1","3","1","7","8"
"11","Frontal_Inf_Oper_L","2","5","3","1","6","8","3","5","3","4","4","6","2","3","5"
"12","Frontal_Inf_Oper_R","4","3","8","3","3","7","2","2","3","7","4","6","2","6","1"
"13","Frontal_Inf_Tri_L","3","5","3","1","7","8","3","5","5","6","4","6","2","1","5"
"14","Frontal_Inf_Tri_R","4","2","1","3","7","7","2","2","3","7","5","2","2","6","1"
"15","Frontal_Inf_Orb_L","5","5","3","6","7","8","7","4","5","2","1","6","1","7","5"
"16","Frontal_Inf_Orb_R","4","8","7","3","7","5","1","2","1","7","1","3","1","7","8"
"17","Rolandic_Oper_L","3","5","3","1","6","8","7","5","5","4","4","6","8","3","5"
"18","Rolandic_Oper_R","4","3","8","3","3","8","3","2","1","7","4","2","8","6","5"
"19","Supp_Motor_Area_L","3","5","3","6","1","1","5","6","4","8","6","6","5","8","3"
"20","Supp_Motor_Area_R","3","4","2","6","1","1","3","6","4","8","6","6","5","8","3"
"21","Olfactory_L","4","4","2","5","7","5","1","7","1","4","3","3","1","7","8"
"22","Olfactory_R","6","8","7","2","7","5","1","8","1","4","1","3","1","6","4"
"23","Frontal_Sup_Medial_L","3","4","2","6","7","1","2","6","7","6","2","6","6","7","3"
"24","Frontal_Sup_Medial_R","3","5","3","2","7","1","3","6","7","6","6","6","4","7","3"
"25","Frontal_Med_Orb_L","4","8","7","5","2","5","1","7","7","6","3","4","1","7","8"
"26","Frontal_Med_Orb_R","6","8","7","2","7","5","3","8","7","3","1","7","4","7","4"
"27","Rectus_L","6","8","7","2","7","5","4","8","6","6","1","7","1","7","4"
"28","Rectus_R","4","8","7","5","7","5","1","7","6","2","3","4","1","7","8"
"29","Insula_L","5","5","3","1","6","7","7","5","5","2","1","6","8","3","6"
"30","Insula_R","4","3","8","3","3","5","1","2","1","7","1","3","8","6","8"
"31","Cingulum_Ant_L","6","5","3","2","7","8","3","8","7","6","6","7","4","7","4"
"32","Cingulum_Ant_R","4","4","2","5","7","8","3","6","7","6","2","4","6","7","8"
"33","Cingulum_Mid_L","3","4","2","6","1","8","3","6","4","8","2","7","6","7","5"
"34","Cingulum_Mid_R","3","5","3","6","1","8","3","6","4","8","6","7","4","7","5"
"35","Cingulum_Post_L","3","1","5","4","5","8","8","6","4","8","7","7","8","1","5"
"36","Cingulum_Post_R","3","1","5","4","2","1","8","6","4","8","7","7","5","8","5"
"37","Hippocampus_L","1","6","4","7","4","4","4","1","6","1","8","5","3","2","7"
"38","Hippocampus_R","7","6","4","8","4","5","4","1","6","1","1","5","3","2","7"
"39","ParaHippocampal_L","1","6","4","7","2","3","4","1","6","1","8","5","3","2","7"
"40","ParaHippocampal_R","6","7","6","8","8","3","4","1","5","1","1","1","3","2","2"
"41","Amygdala_L","1","6","4","7","4","4","7","1","8","1","8","5","3","2","7"
"42","Amygdala_R","7","6","4","7","4","4","1","7","6","1","1","5","3","2","7"
"43","Calcarine_L","2","1","5","4","2","2","8","3","2","5","7","5","7","5","5"
"44","Calcarine_R","3","1","5","4","5","4","8","3","2","5","7","5","7","5","5"
"45","Cuneus_L","8","1","5","4","5","4","8","3","2","5","7","8","6","4","1"
"46","Cuneus_R","8","1","5","8","7","2","8","3","2","5","7","8","7","4","1"
"47","Lingual_L","1","1","5","5","5","4","4","1","6","5","8","5","7","5","7"
"48","Lingual_R","6","7","6","8","8","2","4","1","8","5","1","1","7","5","2"
"49","Occipital_Sup_L","8","7","6","8","8","2","8","3","2","5","7","8","7","4","1"
"50","Occipital_Sup_R","8","1","5","8","5","7","8","3","2","5","5","8","6","4","1"
"51","Occipital_Mid_L","8","1","5","8","5","2","8","3","2","5","7","8","7","4","1"
